file_name,segments,len_segments
1001_edugame2023_59aa8ecf74c44db2adf56d71d1705cf5_1de23ac3deaf4b4d8c7db6d0cc9d6bfe.wav,"[['Vuso', [1.86, 3.26]], ['Seca', [3.76, 4.18]], ['Clofeno', [4.32, 5.38]], ['Raviglio', [6.14, 7.16]], ['Dapr', [7.82, 8.52]], ['Tarsi', [8.74, 9.74]], ['Doritza', [10.44, 11.64]], ['Bratellia', [12.04, 13.14]], ['Arlo', [13.98, 14.8]], ['Begnoli', [15.26, 16.42]], ['Flavestro', [17.56, 18.86]], ['Cugnarippo', [19.62, 20.78]]]",12
1001_edugame2023_59aa8ecf74c44db2adf56d71d1705cf5_d9392071a39547488ad68ac4a108751d.wav,"[['Istroppi', [1.54, 4.06]], ['insmog', [4.06, 5.1]], ['ser', [5.78, 6.56]], ['felone', [6.56, 8.04]], ['chettinare', [8.82, 10.66]], ['borte', [11.32, 11.84]], ['fonneggio', [12.4, 14.16]], ['calvitabbo', [14.62, 17.92]], ['bippo', [20.96, 21.64]], ['emia', [21.66, 22.18]], ['nagrosto', [24.48, 26.3]], ['fusciapore', [26.38, 27.6]]]",12
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_6757c2f99a654cb2b24b714018a5dc95.wav,"[['strade', [4.1, 5.5]], ['minestra', [6.1, 7.12]], ['appartamento', [7.68, 9.36]], ['capuscola', [10.16, 11.66]], ['taglia', [12.38, 13.28]], ['forfala', [14.0, 15.64]], ['medaglietta', [16.76, 18.66]], ['caffettiera', [19.24, 20.56]], ['stringa', [21.42, 22.56]], ['desetto', [22.78, 24.52]], ['cartoncino', [24.88, 26.54]], ['cassaforte', [27.2, 28.32]]]",12
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_a5aa5d09a934494798b7d4cd1e465745.wav,"[['diva', [2.04, 3.44]], ['notte', [3.52, 4.3]], ['barile', [4.64, 5.38]], ['basilico', [6.22, 6.98]], ['radio', [7.72, 8.18]], ['anca', [8.98, 9.34]], ['cofano', [10.06, 11.36]], ['candito', [12.1, 12.86]], ['pivio', [13.42, 14.38]], ['fatto', [15.16, 15.36]], ['attesa', [16.16, 17.0]], ['candidato', [17.46, 18.3]]]",12
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_f512961e99cf43beba231c7e965127b4.wav,"[['Scarpa', [2.76, 4.08]], ['filio', [4.36, 5.0]], ['palestra', [5.32, 6.2]], ['fermaglio', [6.8, 7.9]], ['strada', [8.58, 9.34]], ['brannico', [9.96, 10.74]], ['compagno', [11.48, 12.44]], ['soggiorno', [12.8, 14.0]], ['giostra', [14.44, 15.36]], ['mostra', [15.92, 16.38]], ['castello', [17.02, 17.82]], ['acquisto', [18.42, 19.04]]]",12
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_98b2a3e02bec4c218b8b98e64bf8d392.wav,"[['Strofa', [5.18, 6.48]], ['ministra', [6.48, 7.78]], ['invinamento', [8.42, 11.76]], ['squadra', [13.32, 14.32]], ['tio', [14.62, 14.98]], ['fantasma', [15.52, 16.1]], ['motocicletta', [16.68, 17.76]], ['caffelate', [18.18, 19.34]], ['strino', [20.16, 20.76]], ['rossetto', [21.14, 21.8]], ['cartellone', [22.24, 23.26]], ['cassapanga', [23.64, 24.74]]]",12
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_d2a3c3d085c14e1da01bb4d53ed5f19a.wav,"[['Diga', [1.56, 2.88]], ['gatto', [2.88, 4.16]], ['batile', [4.56, 5.66]], ['bonifico', [6.0, 7.48]], ['linea', [7.78, 8.4]], ['alba', [8.4, 8.98]], ['commeta', [9.26, 10.12]], ['pentito', [10.78, 12.28]], ['tizio', [12.72, 13.38]], ['patto', [13.66, 14.22]], ['offesa', [14.58, 15.48]], ['calderone', [17.32, 18.44]]]",12
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_d55bad000d034aa2a55ef3da422b85c3.wav,"[['Naso', [1.48, 2.4]], ['pane', [2.72, 3.06]], ['lavoro', [3.44, 3.9]], ['telefono', [4.34, 4.96]], ['mano', [5.42, 5.52]], ['fama', [5.88, 6.38]], ['natura', [6.68, 7.08]], ['persona', [7.34, 7.82]], ['anno', [8.52, 8.52]], ['voce', [9.0, 9.54]], ['angolo', [9.9, 10.36]], ['personale', [10.36, 12.5]]]",12
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_fb0cd2892d1144c088b642c70c96010a.wav,"[['Fruita', [1.7, 2.68]], ['foglie', [2.86, 3.18]], ['finestra', [3.36, 3.9]], ['ventaglio', [4.26, 5.12]], ['strega', [5.44, 6.2]], ['pronto', [6.58, 7.02]], ['compagna', [7.46, 9.54]], ['buongiorno', [9.88, 10.72]], ['destra', [10.92, 11.5]], ['lastra', [11.74, 12.88]], ['capello', [13.28, 14.5]], ['sciacquo', [15.22, 15.9]]]",12
1003_edugame2023_afee4c67a2ee486b9128774880aa2cbf_8d3a9660afa14ee8ba79f06d978ec873.wav,"[['Valo', [1.74, 3.14]], ['save', [3.54, 4.0]], ['clofelo', [4.48, 5.6]], ['sonviglio', [6.6, 7.48]], ['dete', [7.88, 8.24]], ['fafarte', [8.76, 9.6]], ['polita', [10.2, 11.04]], ['protiglia', [11.42, 12.4]], ['anci', [12.84, 13.24]], ['bistamignazo', [13.74, 15.26]], ['flanestro', [15.96, 17.0]], ['cognalipo', [18.94, 20.36]]]",12
