file_name,config_id,config,API_target
1001_edugame2023_59aa8ecf74c44db2adf56d71d1705cf5_1de23ac3deaf4b4d8c7db6d0cc9d6bfe.wav,config_B_pseudo_1,vuso;seca;clofeno;ranviglio;dape;tarse;dorizza;pradeglia;arlo;begnole;flavestro;cugnaripo,ˈvuzo;ˈseka;kloˈfeno;ranˈviʎʎo;ˈdape;ˈtarse;doˈrittsa;praˈdeʎʎa;ˈarlo;beɲˈɲole;flaˈvestro;kuɲaˈripo
1001_edugame2023_59aa8ecf74c44db2adf56d71d1705cf5_d9392071a39547488ad68ac4a108751d.wav,config_B_pseudo_2,istro;bismoggo;sirfelone;chetinare;borte;foneggio;caglidabo;pachetenta;bitto;egnamisa;nagrosto;vusciacope,ˈistro;bisˈmoɡɡo;sirfeˈlone;ketiˈnare;ˈborte;foneˈdʒo;kaɡliˈdabo;pakeˈtenta;ˈbitto;eɲaˈmisa;naˈɡrosto;vuʃaˈkope
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_6757c2f99a654cb2b24b714018a5dc95.wav,config_B_complex_2,strage;minestra;appartamento;caposcuola;taglia;farfalla;medaglietta;caffettiera;stringa;gessetto;cartoncino;cassaforte,ˈstraʒe;miˈnestra;appartaˈmento;kapoˈskwola;ˈtaʎʎa;farˈfalla;medaʎˈʎetta;kaffetˈtjera;ˈstrinɡa;dʒesˈsetto;kartonˈtʃino;kassaˈforte
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_a5aa5d09a934494798b7d4cd1e465745.wav,config_B_easy_2,diva;notte;barile;basilico;radio;anca;cofano;candito;bivio;fatto;attesa;candidato,ˈdiva;ˈnɔtte;baˈrile;basiˈliko;ˈradjo;ˈanka;ˈkofano;kanˈdito;ˈbivjo;ˈfatto;atˈtesa;kandiˈdato
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_bc7f2bfb641b4db5babb6154f517455d.wav,config_B_easy_1,caso;fame;vicino;domenica;meno;bava;nuvola;signora;ecco;foga;estate;ospedale,ˈkazo;ˈfame;viˈtʃino;domeˈnika;ˈmeno;ˈbava;ˈnuvola;siɲˈɲora;ˈekko;ˈfoɡa;esˈtate;ospeˈdale
1001_edugame2023_e0304994bb364a74a1068abe1c1c0b9b_f512961e99cf43beba231c7e965127b4.wav,config_B_complex_1,scarpa;figlio;palestra;fermaglio;strada;branco;compagno;soggiorno;giostra;mostra;castello;acquisto,ˈskarpa;ˈfiʎʎo;paˈlestra;ferˈmaʎʎo;ˈstrada;ˈbraŋko;komˈpaɲo;sodʒˈdʒorno;ˈdʒostra;ˈmostra;kasˈtello;akˈkwisto
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_98b2a3e02bec4c218b8b98e64bf8d392.wav,config_A_complex_2,strofa;ministra;inquinamento;caposquadra;tiglio;fantasma;motocicletta;caffelatte;strillo;rossetto;cartellone;cassapanca,ˈstrofa;miˈnistra;inkwinaˈmento;kaposˈkwadra;ˈtiʎʎo;fanˈtazma;motoʧiˈletta;kafˈfelatte;ˈstrillo;rosˈsetto;kartelˈlone;kassaˈpanka
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_d2a3c3d085c14e1da01bb4d53ed5f19a.wav,config_A_easy_2,diga;gatto;badile;bonifico;linea;alba;cometa;pentito;tizio;patto;offesa;calderone,ˈdiɡa;ˈɡatto;baˈdile;boˈnifiko;ˈlinea;ˈalba;koˈmeta;penˈtito;ˈtittsjo;ˈpatto;ofˈfesa;kaldeˈrone
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_d55bad000d034aa2a55ef3da422b85c3.wav,config_A_easy_1,naso;pane;lavoro;telefono;mano;fava;natura;persona;anno;foce;angolo;personale,ˈnazo;ˈpane;lavˈoro;teˈlɛfono;ˈmano;ˈfava;naˈtura;perˈsona;ˈanno;ˈfotʃe;ˈaŋgolo;persoˈnale
1003_edugame2023_02e48270d3904c839ecc760a4b59322b_fb0cd2892d1144c088b642c70c96010a.wav,config_A_complex_1,frutta;foglia;finestra;ventaglio;strega;pronto;campagna;buongiorno;destra;lastra;cappello;sciacquo,ˈfrutta;ˈfoʎʎa;fiˈnestra;venˈtaʎʎo;ˈstreɡa;ˈpronto;kamˈpaɲɲa;buonˈdʒorno;ˈdestra;ˈlastra;kapˈpello;ʃakˈkwo
1003_edugame2023_afee4c67a2ee486b9128774880aa2cbf_8d3a9660afa14ee8ba79f06d978ec873.wav,config_A_pseudo_1,valo;save;clofelo;sonviglio;dete;farde;poritta;prodiglia;anci;bignaso;flanestro;cognaripo,ˈvalo;ˈsave;kloˈfelo;sonˈviʎʎo;ˈdete;ˈfarde;poˈritta;proˈdiʎʎa;ˈantʃi;biˈɲazo;flaˈnestro;koɲaˈripo
1003_edugame2023_afee4c67a2ee486b9128774880aa2cbf_d550a33f9c3f429ab28a439ba4385a4c.wav,config_A_pseudo_2,ustro;bismacco;sarvelone;chetinere;binca;lonaggio;gaglidapo;machidante;tucca;agnemisa;nogresto;nisciacope,ˈustro;bisˈmakko;sarveˈlone;ketiˈnere;ˈbinka;loˈnaddʒo;ɡaɡliˈdapo;makiˈdante;ˈtukka;aɲeˈmisa;noˈɡresto;niʃaˈkope
1004_edugame2023_22c6e16b93254308843337e244303834_a3c0d45a3cd64304887eec980f38e4c2.wav,config_C_pseudo_2,ostro;bismaggo;sirvelone;chedinare;dorca;boleggio;caglitapo;nachipante;nutto;egnomisa;nograsto;lesciacope,ˈɔstro;bisˈmaɡɡo;sirveˈlone;keˈtinare;ˈdorka;boˈledʒo;kaɡliˈtapo;naˈkipante;ˈnutto;eɲoˈmisa;noˈɡrasto;leʃaˈkope
1004_edugame2023_22c6e16b93254308843337e244303834_c9d5ba788e8c44218a987644c5b9c5f9.wav,config_C_pseudo_1,vilo;soce;cloveno;munviglio;depe;banse;coritta;pradiglia;arvi;bignalo;flunestro;cognarepo,ˈvilo;ˈsotʃe;kloˈveno;munˈviʎʎo;ˈdepe;ˈbanse;koˈritta;praˈdiʎʎa;ˈarvi;biɲˈɲalo;fluˈnestro;koɲaˈrepo
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_00810da89d7f4889b19dfbafaa9afa19.wav,config_C_easy_1,vaso;pace;camera;genitore;mese;cava;parola;bambina;oggi;foca;aprile;carnevale,ˈvazo;ˈpatʃe;kaˈmera;dʒeniˈtore;ˈmeze;ˈkava;paˈrola;bamˈbina;ˈoddʒi;ˈfoka;aˈprile;karneˈvale
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_43f8a6daac55485da57d1d065d12b3cf.wav,config_C_complex_1,pranzo;foglio;sinistra;bersaglio;strano;prezzo;montagna;mezzogiorno;maestra;piastra;fratello;acquario,ˈprantso;ˈfoʎʎo;siˈnistra;berˈsaʎʎo;ˈstrano;ˈpretso;monˈtaɲɲa;meddzoˈdʒorno;maˈestra;ˈpjastra;fraˈtello;akˈkwarjo
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_cf2fe8c6b9ce4ffaa5276b3fb34a4df6.wav,config_C_complex_2,strato;balestra;appuntamento;capoclasse;veglia;risposta;bicicletta;caffetteria;strizza;cassetto;cartellino;passatempo,ˈstrato;baˈlestra;appuntaˈmento;kapoˈklasse;ˈveʎʎa;risˈposta;bitʃiˈletta;kaffetˈterja;ˈstrittsa;kasˈsetto;kartelˈlino;passaˈtempo
1004_edugame2023_56a711fe2cc04f66b4590a463b9b3d39_daf671fdd5c748f097a8693a6f482deb.wav,config_C_easy_2,duna;nonno;canile;binocolo;bacio;alga;codice;bandito;vizio;matto;avviso;carnivoro,ˈduna;ˈnɔnno;kaˈnile;binoˈkolo;ˈbatʃo;ˈalɡa;ˈkoditʃe;banˈdito;ˈvittsjo;ˈmatto;avˈviso;karniˈvoro
1005_edugame2023_8dfd767088304844bdefc293066cb37a_00db6d9dddae4e42baa036140ba132fa.wav,config_A_easy_1,naso;pane;lavoro;telefono;mano;fava;natura;persona;anno;foce;angolo;personale,ˈnazo;ˈpane;lavˈoro;teˈlɛfono;ˈmano;ˈfava;naˈtura;perˈsona;ˈanno;ˈfotʃe;ˈaŋgolo;persoˈnale
1005_edugame2023_8dfd767088304844bdefc293066cb37a_3d7ff13ca8394ba48d595e5dd59120c1.wav,config_A_complex_1,frutta;foglia;finestra;ventaglio;strega;pronto;campagna;buongiorno;destra;lastra;cappello;sciacquo,ˈfrutta;ˈfoʎʎa;fiˈnestra;venˈtaʎʎo;ˈstreɡa;ˈpronto;kamˈpaɲɲa;buonˈdʒorno;ˈdestra;ˈlastra;kapˈpello;ʃakˈkwo
1005_edugame2023_8dfd767088304844bdefc293066cb37a_6e076a3060664833881b17d6017c6458.wav,config_A_easy_2,diga;gatto;badile;bonifico;linea;alba;cometa;pentito;tizio;patto;offesa;calderone,ˈdiɡa;ˈɡatto;baˈdile;boˈnifiko;ˈlinea;ˈalba;koˈmeta;penˈtito;ˈtittsjo;ˈpatto;ofˈfesa;kaldeˈrone
1005_edugame2023_8dfd767088304844bdefc293066cb37a_8f5c29eba86b47ae8beb0ce0935d5720.wav,config_A_complex_2,strofa;ministra;inquinamento;caposquadra;tiglio;fantasma;motocicletta;caffelatte;strillo;rossetto;cartellone;cassapanca,ˈstrofa;miˈnistra;inkwinaˈmento;kaposˈkwadra;ˈtiʎʎo;fanˈtazma;motoʧiˈletta;kafˈfelatte;ˈstrillo;rosˈsetto;kartelˈlone;kassaˈpanka
1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_2e9002acfa11451a8d6ab8b0a66d68c8.wav,config_A_pseudo_1,valo;save;clofelo;sonviglio;dete;farde;poritta;prodiglia;anci;bignaso;flanestro;cognaripo,ˈvalo;ˈsave;kloˈfelo;sonˈviʎʎo;ˈdete;ˈfarde;poˈritta;proˈdiʎʎa;ˈantʃi;biˈɲazo;flaˈnestro;koɲaˈripo
1005_edugame2023_aac4592555114aec84d9fd1a3c6b291b_e52293c399cb4e3982eb6c54f55d4cc1.wav,config_A_pseudo_2,ustro;bismacco;sarvelone;chetinere;binca;lonaggio;gaglidapo;machidante;tucca;agnemisa;nogresto;nisciacope,ˈustro;bisˈmakko;sarveˈlone;ketiˈnere;ˈbinka;loˈnaddʒo;ɡaɡliˈdapo;makiˈdante;ˈtukka;aɲeˈmisa;noˈɡresto;niʃaˈkope
1006_edugame2023_9cdbc3f83a184291ab29182306336290_3e502d570832444db9ccde3303aa18f8.wav,config_C_pseudo_2,ostro;bismaggo;sirvelone;chedinare;dorca;boleggio;caglitapo;nachipante;nutto;egnomisa;nograsto;lesciacope,ˈɔstro;bisˈmaɡɡo;sirveˈlone;keˈtinare;ˈdorka;boˈledʒo;kaɡliˈtapo;naˈkipante;ˈnutto;eɲoˈmisa;noˈɡrasto;leʃaˈkope
1006_edugame2023_9cdbc3f83a184291ab29182306336290_693b7a3f5b5c4795a6743bd5ab67ac74.wav,config_C_pseudo_1,vilo;soce;cloveno;munviglio;depe;banse;coritta;pradiglia;arvi;bignalo;flunestro;cognarepo,ˈvilo;ˈsotʃe;kloˈveno;munˈviʎʎo;ˈdepe;ˈbanse;koˈritta;praˈdiʎʎa;ˈarvi;biɲˈɲalo;fluˈnestro;koɲaˈrepo
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_687450a2bf6a4eb7831385dc819e7da2.wav,config_C_complex_2,strato;balestra;appuntamento;capoclasse;veglia;risposta;bicicletta;caffetteria;strizza;cassetto;cartellino;passatempo,ˈstrato;baˈlestra;appuntaˈmento;kapoˈklasse;ˈveʎʎa;risˈposta;bitʃiˈletta;kaffetˈterja;ˈstrittsa;kasˈsetto;kartelˈlino;passaˈtempo
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_71cd107eb89c4302b8fda5bd10301fce.wav,config_C_easy_2,duna;nonno;canile;binocolo;bacio;alga;codice;bandito;vizio;matto;avviso;carnivoro,ˈduna;ˈnɔnno;kaˈnile;binoˈkolo;ˈbatʃo;ˈalɡa;ˈkoditʃe;banˈdito;ˈvittsjo;ˈmatto;avˈviso;karniˈvoro
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_c6cac816b0364c55b3773d4c624c25d5.wav,config_C_complex_1,pranzo;foglio;sinistra;bersaglio;strano;prezzo;montagna;mezzogiorno;maestra;piastra;fratello;acquario,ˈprantso;ˈfoʎʎo;siˈnistra;berˈsaʎʎo;ˈstrano;ˈpretso;monˈtaɲɲa;meddzoˈdʒorno;maˈestra;ˈpjastra;fraˈtello;akˈkwarjo
1006_edugame2023_f7efdc28e07f4bde913c30dbb0b823a1_f7a2cce5b3b64a51baeeb4841e5172b5.wav,config_C_easy_1,vaso;pace;camera;genitore;mese;cava;parola;bambina;oggi;foca;aprile;carnevale,ˈvazo;ˈpatʃe;kaˈmera;dʒeniˈtore;ˈmeze;ˈkava;paˈrola;bamˈbina;ˈoddʒi;ˈfoka;aˈprile;karneˈvale
1007_edugame2023_79ae2f23d9dd419d9aceb6b58deb7875_01ce746620924b1aa54cd98afa1fe702.wav,config_A_pseudo_1,valo;save;clofelo;sonviglio;dete;farde;poritta;prodiglia;anci;bignaso;flanestro;cognaripo,ˈvalo;ˈsave;kloˈfelo;sonˈviʎʎo;ˈdete;ˈfarde;poˈritta;proˈdiʎʎa;ˈantʃi;biˈɲazo;flaˈnestro;koɲaˈripo
1007_edugame2023_79ae2f23d9dd419d9aceb6b58deb7875_26a3dd9b5bc24834a42f801c02d325d1.wav,config_A_pseudo_2,ustro;bismacco;sarvelone;chetinere;binca;lonaggio;gaglidapo;machidante;tucca;agnemisa;nogresto;nisciacope,ˈustro;bisˈmakko;sarveˈlone;ketiˈnere;ˈbinka;loˈnaddʒo;ɡaɡliˈdapo;makiˈdante;ˈtukka;aɲeˈmisa;noˈɡresto;niʃaˈkope
1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_3320700bcbab413eb965865a59d8efef.wav,config_A_complex_1,frutta;foglia;finestra;ventaglio;strega;pronto;campagna;buongiorno;destra;lastra;cappello;sciacquo,ˈfrutta;ˈfoʎʎa;fiˈnestra;venˈtaʎʎo;ˈstreɡa;ˈpronto;kamˈpaɲɲa;buonˈdʒorno;ˈdestra;ˈlastra;kapˈpello;ʃakˈkwo
1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_4661066fbc624fba929c353ef460869a.wav,config_A_easy_1,naso;pane;lavoro;telefono;mano;fava;natura;persona;anno;foce;angolo;personale,ˈnazo;ˈpane;lavˈoro;teˈlɛfono;ˈmano;ˈfava;naˈtura;perˈsona;ˈanno;ˈfotʃe;ˈaŋgolo;persoˈnale
1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_5bc0ad73649349a4a2e76c4f181cf6ee.wav,config_A_easy_2,diga;gatto;badile;bonifico;linea;alba;cometa;pentito;tizio;patto;offesa;calderone,ˈdiɡa;ˈɡatto;baˈdile;boˈnifiko;ˈlinea;ˈalba;koˈmeta;penˈtito;ˈtittsjo;ˈpatto;ofˈfesa;kaldeˈrone
1007_edugame2023_e96c3939e26e41e1b2b978db3df03634_ae8938509c984c748967519224bb6279.wav,config_A_complex_2,strofa;ministra;inquinamento;caposquadra;tiglio;fantasma;motocicletta;caffelatte;strillo;rossetto;cartellone;cassapanca,ˈstrofa;miˈnistra;inkwinaˈmento;kaposˈkwadra;ˈtiʎʎo;fanˈtazma;motoʧiˈletta;kafˈfelatte;ˈstrillo;rosˈsetto;kartelˈlone;kassaˈpanka
